Number of unique subjects: 627259,Count,[0],[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],[14],[15],[16],[17],[18],[19],[20],[21],[22],[23],[24],[25],[26],[27],[28],[29],[30],[31],[32],[33],[34],[35],[36],[37],[38],[39],[40],[41],[42],[43],[44],[45],[46],[47],[48],[49],[50],[51],[52],[53],[54],[55],[56],[57],[58],[59],[60],[61],[62],[63],[64],[65],[66],[67],[68],[69],[70],[71],[72],[73],[74],[75],[76],[77],[78],[79],[80],[81],[82],[83],[84],[85],[86],[87],[88],[89],[90],[91],[92],[93],[94],[95],[96],[97],[98],[99],[100],[101],[102],[103],[104],[105],[106],[107],[108],[109],[110],[111],[112],[113],[114],[115],[116],[117],[118],[119],[120],[121],[122],[123],[124],[125],[126],[127],[128],[129],[130],[131],[132],[133],[134],[135],[136],[137],[138],[139],[140],[141],[142],[143],[144],[145],[146],[147],[148],[149],[150],[151],[152],[153],[154],[155],[156],[157],[158],[159],[160],[161],[162],[163],[164],[165],[166],[167],[168],[169],[170],[171],[172],[173],[174],[175],[176],[177],[178],[179],[180],[181],[182],[183],[184],[185],[186],[187],[188],[189],[190],[191],[192]
[115] http://education.data.gov.uk/def/school/hasCCF,558,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,543,552,0,0,0,0,558,558,0,558,0,0,0,381,0,7,0,0,0,52,65,455,536,420,554,2,453,0,42,73,0,143,293,0,0,519,83,0,8,64,256,551,552,256,81,0,0,0,0,0,0,0,0,0,0,0,558,558,554,558,26,0,0,0,0,0,0,558,558,0,533,533,0,0,0,0,0
[116] http://education.data.gov.uk/def/school/hasGOR,64030,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,548,904,2353,165,2421,64030,64030,1420,64030,893,2352,3144,30818,2413,1248,0,0,0,23190,4649,25922,61892,11573,62303,28573,454,0,6276,12260,2510,3889,8396,0,22644,49254,25024,570,2005,26959,55895,32716,32666,53804,81,0,0,0,2860,0,2802,0,0,0,162,163,64030,64030,62303,63496,12008,0,0,0,0,0,0,64030,64028,0,63051,63051,0,0,0,0,0
[117] http://education.data.gov.uk/def/school/hasTeenageMothers,563,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,563,563,0,563,0,0,0,386,0,7,0,0,0,51,64,461,541,421,559,1,455,0,44,76,0,144,293,0,0,524,83,0,8,64,261,556,557,261,80,0,0,0,0,0,0,0,0,0,0,0,563,563,559,563,27,0,0,0,0,0,0,563,563,0,538,538,0,0,0,0,0
[118] http://education.data.gov.uk/def/school/highBoardFee,1810,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,767,76,739,905,905,0,905,884,768,0,783,811,322,0,0,0,747,108,9,902,901,903,0,0,0,383,388,834,218,148,0,1,518,889,0,218,840,772,903,903,772,0,0,0,0,902,0,891,0,0,0,0,0,905,905,903,905,133,0,0,0,0,0,0,905,905,0,902,902,0,0,0,0,0
[119] http://education.data.gov.uk/def/school/highDayFee,4718,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153,2098,2359,2359,0,2359,757,2317,0,1971,2134,815,0,0,0,2126,215,15,2334,2349,2347,0,0,0,771,782,2238,327,394,0,1,1276,2344,0,289,1993,1998,2357,2342,1983,0,0,0,0,2347,0,2314,0,0,0,0,0,2359,2359,2347,2359,336,0,0,0,0,0,0,2359,2359,0,2332,2332,0,0,0,0,0
[120] http://education.data.gov.uk/def/school/independentSchoolType,165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155,165,165,0,165,75,152,0,143,157,68,0,0,0,153,12,0,164,165,164,0,0,0,59,59,165,15,7,0,1,49,165,0,6,139,160,165,165,159,0,0,0,0,165,0,164,0,0,0,0,0,165,165,164,165,29,0,0,0,0,0,0,165,165,0,164,164,0,0,0,0,0
[121] http://education.data.gov.uk/def/school/inspectorate,2446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2446,2446,0,2446,729,2091,0,2044,2211,886,0,0,0,2396,161,8,2382,2439,2428,0,0,0,759,776,2258,89,529,0,1,1366,2424,0,459,2083,1945,2446,2434,1927,0,0,0,0,2380,0,2332,0,0,0,0,0,2446,2446,2428,2446,339,0,0,0,0,0,0,2446,2446,0,2380,2380,0,0,0,0,0
[122] http://education.data.gov.uk/def/school/investorInPeople,66655,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66655,1420,66655,895,2357,3144,32479,2432,1273,0,0,0,23384,4707,25996,64197,12040,63664,29806,470,0,6337,12326,2521,3953,8746,0,22646,51105,25193,570,2059,27207,58043,34279,34230,55943,81,0,0,0,2865,0,2803,0,0,0,163,165,66655,66655,63800,65528,12021,0,0,0,0,0,0,66655,66653,0,64115,64115,0,0,0,0,0
[123] http://education.data.gov.uk/def/school/lastChangedDate,66655,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1420,66655,895,2357,3144,32479,2432,1273,0,0,0,23384,4707,25996,64197,12040,63664,29806,470,0,6337,12326,2521,3953,8746,0,22646,51105,25193,570,2059,27207,58043,34279,34230,55943,81,0,0,0,2865,0,2803,0,0,0,163,165,66655,66655,63800,65528,12021,0,0,0,0,0,0,66655,66653,0,64115,64115,0,0,0,0,0
[124] http://education.data.gov.uk/def/school/leadershipIncentiveGrant,1420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1420,0,0,1145,1338,0,29,0,0,0,35,1412,1417,1420,87,1418,1403,0,0,210,436,0,271,45,0,0,1418,1387,155,17,1342,1405,1420,1420,1405,0,0,0,0,16,0,11,0,0,0,48,48,1420,1420,1418,1420,833,0,0,0,0,0,0,1420,1420,0,1420,1420,0,0,0,0,0
[125] http://education.data.gov.uk/def/school/localAuthority,66655,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,895,2357,3144,32479,2432,1273,0,0,0,23384,4707,25996,64197,12040,63664,29806,470,0,6337,12326,2521,3953,8746,0,22646,51105,25193,570,2059,27207,58043,34279,34230,55943,81,0,0,0,2865,0,2803,0,0,0,163,165,66655,66655,63800,65528,12021,0,0,0,0,0,0,66655,66653,0,64115,64115,0,0,0,0,0
[126] http://education.data.gov.uk/def/school/lowBoardFee,1790,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,767,0,772,799,317,0,0,0,736,104,9,890,891,893,0,0,0,378,383,823,218,151,0,1,510,879,0,218,827,759,893,893,759,0,0,0,0,889,0,877,0,0,0,0,0,895,895,893,895,132,0,0,0,0,0,0,895,895,0,890,890,0,0,0,0,0
[127] http://education.data.gov.uk/def/school/lowDayFee,4714,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1968,2127,808,0,0,0,2120,211,15,2335,2347,2346,0,0,0,772,783,2232,334,402,0,1,1277,2341,0,301,1997,1989,2355,2340,1974,0,0,0,0,2345,0,2311,0,0,0,0,0,2357,2357,2346,2357,338,0,0,0,0,0,0,2357,2357,0,2333,2333,0,0,0,0,0
[128] http://education.data.gov.uk/def/school/mainSpecialism,3279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2960,0,37,0,0,0,54,2881,3143,3144,154,3143,2887,1,0,650,1360,0,123,90,0,0,3144,2924,570,290,3032,3093,3144,3144,3084,0,0,0,0,18,0,18,0,0,0,122,122,3144,3144,3143,3144,2182,0,0,0,0,0,0,3144,3144,0,3144,3144,0,0,0,0,0
[129] http://education.data.gov.uk/def/school/marketingOptInOut,32479,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2031,975,0,0,0,21480,4052,24312,32479,3993,31337,26332,319,0,6012,11788,2068,3413,1877,0,23,30830,23009,545,1718,25853,30650,30977,30966,30590,66,0,0,0,2388,0,2375,0,0,0,152,153,32479,32479,31341,31438,11274,0,0,0,0,0,0,32479,32479,0,31346,31346,0,0,0,0,0
[130] http://education.data.gov.uk/def/school/nextHMIorISIvisit,2432,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,904,0,0,0,2225,201,10,2389,2425,2417,0,0,0,745,761,2260,284,484,0,1,1343,2414,0,404,2055,1982,2430,2417,1963,0,0,0,0,2384,0,2351,0,0,0,0,0,2432,2432,2417,2432,321,0,0,0,0,0,0,2432,2432,0,2387,2387,0,0,0,0,0
[131] http://education.data.gov.uk/def/school/notes,1273,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,1007,140,175,1243,1088,1266,193,6,0,362,398,875,180,347,0,2,863,1113,5,253,916,968,1269,1265,960,1,0,0,0,968,0,950,0,0,0,2,2,1273,1273,1266,1273,192,0,0,0,0,0,0,1273,1273,0,1240,1240,0,0,0,0,0
[132] http://education.data.gov.uk/def/school/numberOfBoys,65849,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65400,65783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606,2607,1253,0,2174,0,2394,2386,0,0,0,0,0,0,0,0,25900,0,0,0,0,0,65849,0,0,0,0,0,0,0,0,0
[133] http://education.data.gov.uk/def/school/numberOfGirls,65624,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556,2556,1192,0,2135,0,2342,2332,0,0,0,0,0,0,0,0,25706,0,0,0,0,0,65624,0,0,0,0,0,0,0,0,0
[134] http://education.data.gov.uk/def/school/numberOfPupils,65938,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2649,2650,1286,0,2228,0,2443,2436,0,0,0,0,0,0,0,0,25968,0,0,0,0,0,65938,0,0,0,0,0,0,0,0,0
[135] http://education.data.gov.uk/def/school/nurseryProvision,23384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,759,20087,23240,4343,23315,20410,51,0,4918,9615,2284,2260,1909,0,27,22247,20939,2,749,21128,21820,23329,23289,21783,4,0,0,0,2507,0,2456,0,0,0,37,39,23384,23384,23315,23384,8996,0,0,0,0,0,0,23384,23384,0,23197,23197,0,0,0,0,0
[136] http://education.data.gov.uk/def/school/officialSixthForm,4707,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4085,4427,681,4687,4184,58,0,945,1810,219,913,385,0,3,4368,4104,546,131,4113,4384,4481,4478,4161,6,0,0,0,323,0,310,0,0,0,130,131,4707,4707,4688,4707,2459,0,0,0,0,0,0,4707,4707,0,4637,4637,0,0,0,0,0
[137] http://education.data.gov.uk/def/school/ofstedLastInsp,25996,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25996,2235,25944,23851,378,0,5241,11054,14,3110,1395,0,23,25913,21955,570,1404,23375,25001,25984,25984,24957,71,0,0,0,147,0,138,0,0,0,160,161,25996,25996,25944,25994,11406,0,0,0,0,0,0,25996,25996,0,25948,25948,0,0,0,0,0
[138] http://education.data.gov.uk/def/school/ofstedSpecialMeasures,64197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11651,61295,27880,447,0,6333,12325,2476,3945,8489,0,22643,50909,24946,570,1983,27124,56007,34013,33964,55943,81,0,0,0,2838,0,2796,0,0,0,162,163,64197,64197,61430,63073,12013,0,0,0,0,0,0,64197,64195,0,62095,62095,0,0,0,0,0
[139] http://education.data.gov.uk/def/school/openDate,12040,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11500,1921,360,0,889,993,2510,688,8694,0,9,4794,4822,6,849,3196,3617,5980,5932,3536,71,0,0,0,2799,0,2738,0,0,0,13,14,12040,12040,11507,12008,920,0,0,0,0,0,0,12040,12040,0,11180,11180,0,0,0,0,0
[140] http://education.data.gov.uk/def/school/parliamentaryConstituency,63664,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28914,466,0,6335,12324,2501,3877,8244,0,21771,49503,25114,570,2046,27152,55579,33675,33628,53499,81,0,0,0,2846,0,2793,0,0,0,163,165,63664,63664,63664,63664,12004,0,0,0,0,0,0,63664,63664,0,63255,63255,0,0,0,0,0
[141] http://education.data.gov.uk/def/school/phaseOfEducation,29806,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,0,5020,10637,0,2812,1362,0,21,27887,21973,546,211,22498,28771,27052,27052,26943,0,0,0,0,0,0,0,0,0,0,163,165,29806,29806,28915,29004,11006,0,0,0,0,0,0,29806,29806,0,28849,28849,0,0,0,0,0
[142] http://education.data.gov.uk/def/school/placesPRU,470,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,40,68,0,117,258,0,0,432,71,1,10,59,203,463,464,203,68,0,0,0,0,0,0,0,0,0,0,0,470,470,466,470,26,0,0,0,0,0,0,470,470,0,444,444,0,0,0,0,0
[143] http://education.data.gov.uk/def/school/postcode,129968,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,83730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[144] http://education.data.gov.uk/def/school/previousEstablishmentNumber,6337,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6324,807,889,34,0,8,5837,5386,124,322,6000,6323,6333,6330,6323,3,0,0,0,834,0,831,0,0,0,30,30,6337,6337,6335,6337,2811,0,0,0,0,0,0,6337,6337,0,6331,6331,0,0,0,0,0
